client_id,datetime,code,type,amount,target
44908094,24 12:53:51,4814,1030,-2245.92,1
53854864,166 16:47:46,6010,7070,5700.13,0
70780820,197 07:57:38,6010,7070,3773.14,0
76960318,125 14:36:53,6011,7010,101066.21,0
81765820,269 10:18:30,8398,1010,-1502.29,1
43934664,335 08:05:43,5999,1010,-2515.43,0
5418418,45 19:33:60,6011,2010,-67377.47,1
36598627,56 19:38:28,5651,1010,-9792.19,0
83391046,275 14:16:30,5331,1010,-5839.38,0
57224158,321 04:59:57,6010,7070,7636.11,1
50946087,3 00:00:00,5541,1110,-31940.96,0
9442456,111 16:22:25,5411,1010,-33778.57,1
90879835,62 11:02:46,6010,7070,112295.79,0
42728732,106 19:44:44,5499,1010,-4267.24,0
40215179,414 18:00:50,5621,1010,-89612.04,0
36611764,36 15:05:29,6011,4010,-4469.37,1
61630225,101 17:04:37,6011,2010,-56147.89,1
76043922,279 17:56:29,6010,7070,8085.3,1
62605812,284 17:47:51,6011,2010,-22459.16,1
26409535,307 00:00:00,5541,1110,-6423.32,1
48481421,396 21:25:14,4814,1030,-6737.75,0
73580357,394 14:09:29,5411,1110,-2234.69,0
53270690,165 13:25:49,5812,1010,-2904.64,1
56636675,32 09:16:60,6011,2010,-44918.32,0
30515388,356 16:47:12,6011,4010,-8759.07,0
36092225,392 00:00:00,5199,1110,-8309.89,0
34454324,392 14:17:02,5211,1010,-853.45,0
68248010,229 10:51:15,6011,2010,-202132.42,0
29536165,396 07:56:02,4814,1030,-12352.54,1
69907295,79 09:00:05,5331,1010,-4379.54,1
55004652,13 12:21:58,4814,1030,-13475.49,0
2501058,315 00:00:00,7311,1100,-1122.96,1
82127108,143 12:06:43,6011,7010,1120711.97,1
84712006,398 15:47:54,6010,7030,14306.48,0
35274437,228 20:49:50,4829,2371,-22459.16,0
36622596,273 12:30:44,4814,1030,-4491.83,0
39434625,336 10:36:06,4814,1030,-2245.92,0
14076810,366 00:00:00,5814,1110,-11813.52,1
79375864,333 00:00:00,5541,1110,-5614.79,1
29854751,429 09:22:41,5200,1010,-33890.87,0
35624532,145 00:00:00,5977,1110,-37452.89,1
19511282,96 11:25:36,6011,2010,-4491.83,0
18889791,316 10:30:56,4829,2370,-7703.49,1
70780820,177 08:04:47,6010,7070,18057.16,0
20539604,435 19:11:55,6011,2010,-22459.16,1
38691781,143 19:59:35,6010,7070,10106.62,0
63255282,21 19:05:48,5411,1010,-12801.72,0
29886547,85 11:31:54,4814,1030,-6737.75,0
52217135,454 16:16:06,6010,7070,22459.16,0
19937446,321 00:00:00,5411,1110,-7424.55,1
1316496,174 20:43:45,5411,1010,-28581.97,0
70356080,1 18:26:60,5411,1110,-4312.16,1
73752386,202 00:00:00,7311,1100,-449.18,0
64956931,259 15:32:27,6011,2010,-22459.16,1
14976384,84 15:46:46,5331,1010,-5300.36,1
10004871,326 08:55:49,6010,7070,31875.83,1
13221041,219 23:39:48,4829,4071,-673.77,1
22564064,22 14:50:21,5200,1010,-8568.17,1
14331004,263 12:57:08,6011,2010,-3368873.66,0
81413578,338 13:17:49,4814,1030,-11229.58,0
41931341,1 15:04:55,4829,2330,-63110.23,1
54712278,247 16:32:37,5311,1110,-2197.63,1
58383596,404 10:45:25,6011,2010,-1122957.89,1
19101727,318 16:45:52,6010,7020,67377.47,1
40617555,5 00:00:00,5814,1110,-2942.15,1
50082887,93 09:45:54,4814,1030,-2245.92,1
84007462,263 15:20:51,5499,1010,-3256.58,0
12468790,291 14:23:36,6011,2010,-112295.79,1
53854864,250 15:17:07,6010,7030,53868.29,1
69423041,392 21:04:48,5541,1010,-29585.45,1
38714155,231 00:00:00,7995,1200,-5614.79,0
24497218,213 00:00:00,5411,1110,-8893.83,1
44905775,260 20:57:06,5411,1010,-1437.39,1
48629324,434 18:44:27,6011,7010,269509.89,0
20047434,152 01:11:34,5411,1010,-12855.85,0
27046864,294 20:04:57,6011,2010,-172935.51,0
46360820,283 16:40:58,5411,1110,-4256.01,0
47674446,78 13:13:18,4814,1030,-2245.92,1
29333322,311 00:00:00,5814,1110,-6580.53,0
86805818,334 12:31:29,5411,1010,-2650.18,0
50116864,150 18:54:03,6011,7010,11229.58,0
67984042,174 12:57:15,6011,2010,-168443.68,1
31810428,182 03:12:25,5331,1010,-5098.23,0
84826852,443 19:24:09,4829,2370,-6142.58,0
71599076,38 19:24:28,6010,7030,67377.47,1
68173839,75 15:12:49,5541,1110,-21729.24,1
3440764,366 11:24:28,4814,1030,-2245.92,1
5443235,338 11:38:01,6011,2010,-179673.26,0
58025001,440 13:03:53,6011,2010,-56147.89,0
10004871,95 19:09:50,6010,7070,11993.19,0
91073908,172 00:00:00,5311,1110,-56102.98,0
44030076,376 11:16:22,5331,1010,-16583.62,0
5546147,95 05:51:18,4829,2370,-59292.18,0
99220694,438 16:59:51,6010,7030,112295.79,0
56243418,402 13:52:17,6011,2010,-211116.08,0
47848512,250 12:33:40,5411,1110,-10565.24,0
5591410,137 17:46:58,5499,1010,-6232.42,0
2354592,225 16:57:00,6011,2010,-44918.32,0
94574329,384 00:00:00,5411,1110,-5053.31,1
29458021,343 09:45:46,4829,4071,-406.51,0
9906759,0 16:03:43,5331,1010,-1816.95,1
24657317,327 00:00:00,5912,1110,-50308.51,0
30515388,379 00:00:00,5411,1110,-7444.54,1
4951447,337 20:06:18,5411,1010,-10528.85,1
70780820,199 02:13:48,6010,7070,6715.29,0
40218137,57 14:07:01,6011,2010,-89836.63,0
56420052,220 00:00:00,5691,1110,-22459.16,1
89206126,281 10:40:36,6011,2010,-112295.79,0
19513764,57 22:33:12,4814,1030,-1122.96,1
14191306,208 08:43:37,6011,2010,-943284.62,0
85841930,84 13:17:42,6011,7015,112295.79,1
73617207,60 04:15:33,4814,1030,-2245.92,1
46250913,167 12:46:40,5912,1010,-2272.87,1
83228517,204 16:09:47,5499,1010,-13586.44,0
10229977,348 16:10:12,5411,1010,-12872.69,1
95954140,5 09:27:23,5499,1010,-7869.69,0
46268500,80 10:42:56,5411,1010,-9208.25,0
53854864,418 16:45:11,6010,7070,29196.91,1
61463328,315 00:00:00,4112,1100,-54088.39,1
7271267,226 12:12:06,5499,1010,-1722.17,0
24479386,287 08:53:23,6011,7010,112295.79,0
50082887,259 00:00:00,5411,1110,-7218.37,0
96495568,372 02:18:59,4814,1030,-2245.92,1
70326020,419 09:41:55,6011,2010,-2245.92,0
29741450,367 00:00:00,5251,1110,-62077.11,1
45114439,125 16:08:17,6011,2010,-112295.79,0
13833761,450 14:54:55,4814,1030,-7411.52,0
38691781,29 14:37:31,5411,1110,-2917.44,1
1394168,246 02:15:41,4814,1030,-2245.92,0
44582602,209 18:47:36,4814,1030,-1122.96,1
3893227,112 16:01:29,5411,1010,-4424.45,1
69602101,442 22:14:13,6010,7070,67377.47,0
65885502,367 00:00:00,5814,1110,-4446.91,1
58958646,456 11:44:39,5812,1110,-1055.58,1
43124703,208 17:04:10,4814,1030,-3368.87,1
16617908,175 06:15:22,6011,2010,-15721.41,0
54760611,24 14:21:51,4814,1030,-2245.92,0
85695839,437 13:15:38,5411,1010,-4761.34,0
76043922,375 05:32:46,6010,7070,4312.16,0
6318474,278 15:30:27,4814,1030,-1122.96,1
84954803,200 09:40:33,4814,1030,-2245.92,1
5985987,286 04:19:58,6011,7010,1347.55,1
65384696,441 14:22:33,6010,7070,33688.74,0
53708094,301 12:35:11,6011,7010,112295.79,0
82730490,107 16:37:07,5411,1010,-4037.48,0
5546147,248 17:01:11,4829,2370,-11319.42,1
11639778,63 00:00:00,8043,1110,-3638.38,1
84144771,409 14:57:14,4814,1030,-898.37,0
20976392,10 09:31:16,5541,1010,-11229.58,0
81685314,47 02:05:11,4814,1030,-2245.92,0
83454098,454 00:00:00,5999,1110,-35260.88,0
9819899,286 00:00:00,7995,1200,-22459.16,0
58878219,25 20:13:04,6011,4011,-134.75,0
47984117,37 12:03:43,5499,1010,-2582.8,1
11701078,384 15:48:01,6010,7070,6538.31,0
39819120,246 00:00:00,5912,1110,-38113.19,0
32594337,276 22:30:51,6010,7070,83098.88,1
5009599,173 10:48:51,6010,7071,11229.58,0
23478097,366 17:16:38,6011,2010,-1122957.89,0
27841890,18 17:18:41,6011,2010,-190902.84,0
85056040,435 15:46:26,6011,2010,-112295.79,1
70930381,210 00:00:00,6051,1100,-4525.52,1
40722638,144 12:40:10,6011,2010,-4491.83,1
66954517,49 11:08:58,6011,7010,336887.37,1
64245212,364 15:35:56,6011,2010,-56147.89,1
67228612,391 21:02:33,4814,1030,-673.77,1
96995832,218 00:00:00,5411,1110,-3054.45,1
12058501,165 06:35:47,6011,2010,-89836.63,1
64391067,72 04:58:57,5411,1010,-29282.47,1
41074726,319 05:28:42,6011,2010,-8983.66,1
29041434,335 11:33:49,6010,7030,7276.77,1
38691781,144 08:59:51,6010,7070,13166.68,1
85938961,399 13:07:59,6011,2011,-67377.47,1
68393649,174 11:01:50,6010,7070,44918.32,1
52424807,366 00:00:00,5411,1110,-55109.38,0
61928703,297 11:41:30,4814,1030,-13250.9,1
11701078,173 00:00:00,5411,1110,-8259.13,0
86731830,90 10:11:28,6011,2010,-404264.84,1
48253563,236 19:06:54,4829,2370,-112295.79,1
54888680,340 16:02:50,6010,7070,3301.5,0
22383728,135 07:11:31,4814,1030,-1122.96,1
87756517,215 10:55:54,4814,1030,-2245.92,0
17958840,343 21:37:39,5411,1010,-3312.73,1
68916137,437 15:31:13,4829,2370,-231329.32,0
23607341,246 09:24:21,6010,7071,74115.22,1
41408368,142 14:15:35,6011,2010,-89836.63,1
76068532,334 00:00:00,4111,1110,-10555.8,1
92858142,442 11:12:57,5411,1110,-46715.05,1
62693770,97 00:00:00,5735,1200,-426.72,1
38051836,338 11:33:58,5411,1010,-9457.55,0
53882112,444 22:26:47,5411,1310,-17630.44,1
68599726,230 00:00:00,5411,1110,-3557.53,0
32245326,182 12:25:50,5411,1010,-12827.55,1
12307571,16 20:21:18,5411,1110,-2331.26,1
73605230,452 17:09:09,5499,1010,-1796.73,1
41980781,387 08:08:17,5722,1110,-12801.72,0
7579423,34 10:21:24,4814,1030,-4491.83,0
6087150,293 16:17:15,4829,2370,-2133619.98,0
73534440,69 11:40:14,6010,7070,2931.37,0
99643686,272 21:20:59,6010,7071,112295.79,0
33554688,439 20:20:40,5411,1010,-5704.63,0
23910067,163 12:52:14,6010,7071,89836.63,0
33554688,331 22:33:39,4814,1030,-4716.42,0
84795885,159 12:14:16,5499,1010,-1904.54,0
65384696,145 16:40:48,4829,4071,-3997.73,0
89808284,279 12:31:24,6011,7010,1122.96,0
10521111,119 00:00:00,5411,1110,-11447.88,0
14101528,418 06:44:14,5331,1010,-78651.97,0
92326906,253 15:13:54,4814,1030,-2245.92,1
38691781,171 08:11:24,6010,7070,675.8,0
82370878,161 17:33:59,4814,1030,-1122.96,0
11835383,402 22:34:20,5499,1110,-1212.79,0
53979285,88 00:00:00,5411,1110,-2380.67,0
62471330,76 18:22:38,5411,1010,-11611.38,1
49288762,410 22:47:51,6010,7070,33935.79,0
42754565,60 09:51:25,6011,2010,-2245.92,1
30334335,450 00:00:00,5541,1110,-4244.78,0
62735787,427 16:56:52,6010,7070,449183.15,0
74593159,67 09:08:32,4814,1030,-1122.96,0
70838258,193 12:44:54,5983,1010,-2245.92,0
11946025,262 08:15:33,4829,2370,-22459.16,1
24338730,54 17:23:50,5921,1010,-588.88,0
28839991,391 12:30:34,5499,1010,-16058.3,0
76043922,435 14:54:21,6010,7070,34946.45,0
86805818,429 22:36:27,4814,1030,-2245.92,1
65102839,343 09:10:45,4829,2330,-1603583.86,0
79080894,383 16:11:21,4814,1030,-2245.92,0
24062324,309 16:31:13,5411,1010,-2706.33,1
67917142,361 19:44:24,6011,2010,-44918.32,0
42587346,256 16:51:07,4814,1030,-2245.92,0
20370696,434 13:04:18,4829,4071,-145.98,0
68368659,190 21:16:38,5411,1010,-23114.97,0
4895767,214 17:30:30,4814,1030,-6737.75,1
43934285,441 07:30:00,4829,2370,-2245.92,1
96063064,227 08:33:41,5499,1010,-3054.45,1
68600759,124 07:58:55,4829,4071,-786.07,0
71673925,76 18:58:08,5977,1010,-3261.07,0
31236013,203 00:00:00,6011,2110,-15721.41,1
76313007,45 12:30:01,4829,2330,-157214.1,0
26211677,374 13:22:54,5921,1010,-8693.94,1
98165114,277 13:28:60,5912,1010,-5266.67,1
26525546,25 19:27:04,4814,1030,-2245.92,0
98507645,389 17:17:14,5499,1010,-1109.48,0
75521890,409 14:12:04,4829,2370,-11729.3,0
35905456,388 18:21:01,6010,7070,4941.01,0
87503598,253 17:59:59,5411,1010,-29253.05,1
18889791,395 18:02:28,6010,7070,13947.14,0
65224677,116 19:38:31,4814,1030,-1122.96,0
73534440,424 18:48:21,6010,7070,33688.74,1
50350048,260 16:29:16,4814,1030,-786.07,1
23910067,230 09:05:46,6011,2010,-8983.66,0
69160588,338 11:58:42,5812,1010,-3144.28,0
14169381,84 13:11:03,4829,4051,-673.77,0
59597576,232 00:00:00,5912,1110,-30849.9,1
2673490,428 00:00:00,5499,1110,-6175.82,0
25992960,131 11:26:57,4814,1030,-4491.83,0
84608194,437 15:58:50,5993,1110,-2627.72,1
39120112,71 11:01:25,6011,2010,-8983.66,0
48802270,250 10:57:25,5499,1010,-2088.7,0
6180127,395 20:33:05,5661,1010,-33845.95,1
56519127,34 12:29:48,4814,1030,-4716.42,1
45729557,289 00:00:00,5921,1110,-11791.06,0
73448532,388 11:28:18,4814,1030,-2245.92,0
6927639,219 17:19:39,5411,1010,-38135.65,0
42260184,344 10:04:57,6011,2011,-33688.74,0
88656506,23 00:00:00,5411,1110,-7493.05,1
36092225,356 00:00:00,5199,1110,-1459.85,1
7346340,411 05:36:19,4814,1030,-2245.92,0
38691781,58 14:10:38,4829,2371,-410619.88,0
49618966,454 17:28:46,4814,1030,-1122.96,1
82235884,375 12:46:16,6010,7070,20307.8,0
62735787,3 10:31:59,6011,4010,-4469.37,0
80292281,362 00:00:00,5541,1110,-6715.29,0
63091006,240 00:00:00,5411,1110,-28216.11,1
49288762,313 09:42:17,6010,7070,10308.75,0
88131351,41 21:19:19,6011,2010,-22459.16,1
82114742,126 18:46:28,5411,1010,-4858.14,0
35825600,333 12:45:37,5411,1010,-7366.6,0
76113396,449 21:47:17,6011,2010,-224591.58,1
23509423,447 14:54:22,4829,2371,-662545.15,1
66367958,352 09:04:07,6011,7011,449.18,0
64398432,419 00:00:00,5499,1110,-1998.87,0
28759598,5 00:00:00,5411,1110,-16991.25,0
9659888,323 00:00:00,5964,1200,-16435.61,1
80670685,355 17:03:40,4829,2370,-14598.45,0
85861930,100 09:57:21,6010,7071,36990.23,0
67267524,349 05:21:13,5411,1010,-2726.54,0
95213230,317 22:12:58,6011,2010,-11229.58,0
33182077,451 13:17:57,4814,1030,-1122.96,0
84712006,279 09:57:00,6010,7070,7231.85,1
24419000,182 00:00:00,7995,1100,-3166.74,0
4923294,63 14:39:09,4814,1030,-2245.92,0
38557984,378 10:17:47,4814,1030,-1122.96,0
48434170,451 17:42:26,6011,2010,-943284.62,1
74617138,20 16:21:41,6011,2010,-4491.83,0
45627866,43 15:08:53,6010,7070,14423.27,0
38603818,448 21:10:41,4829,2370,-2245.92,1
493506,394 12:23:14,4814,1030,-13475.49,0
57083713,205 12:50:04,5499,1010,-8935.6,0
34760720,196 13:50:40,5411,1010,-5754.04,0
2852393,328 09:26:56,5331,1010,-2133.62,0
45550463,378 18:18:18,6010,7070,181919.18,1
14866430,384 22:12:59,5411,1110,-5008.39,1
513162,237 12:46:44,6011,2010,-44918.32,0
30439633,369 17:30:07,4829,2330,-67377.47,1
61034383,292 00:00:00,5964,1200,-21137.44,0
43660285,117 07:16:43,6011,2010,-1122.96,1
45448008,325 00:00:00,5411,1110,-47966.02,0
45745541,240 17:36:46,6010,7070,7862.95,0
36759361,56 20:53:39,5499,1010,-23627.03,1
8415834,71 15:11:22,6010,7070,89836.63,1
53397421,130 00:00:00,7995,1100,-1347.55,0
54741237,23 17:27:53,6011,2010,-22459.16,0
23190416,197 14:47:31,4829,2371,-112295.79,0
56661668,121 18:43:15,5411,1010,-69623.39,0
82632277,143 12:57:33,5411,1010,-11656.3,1
5503018,207 16:38:51,8999,1010,-44918.32,0
81313537,242 00:00:00,5977,1110,-10555.8,0
13032345,147 10:14:36,4829,2370,-1122957.89,0
85490501,403 14:36:44,6011,2010,-177427.35,1
24048165,229 12:59:01,4829,2371,-33688.74,0
27698582,361 04:39:43,4814,1030,-11229.58,0
31267301,356 06:32:35,6011,2010,-22459.16,0
51303724,154 12:47:33,6011,2011,-67377.47,0
76691078,456 00:00:00,7542,1110,-6737.75,1
50988636,282 22:25:15,6011,7010,94328.46,1
84425967,326 18:25:33,5983,1010,-6737.75,0
37800161,298 00:00:00,5977,1100,-49751.08,0
36598627,418 00:00:00,4900,1100,-1661.98,0
21131912,147 10:04:47,4814,1030,-4267.24,1
84351524,437 04:28:56,6010,7070,4491.83,1
73110554,158 13:07:42,5045,1110,-307465.87,1
35995375,366 09:29:15,5499,1010,-1639.52,1
38874433,340 13:54:29,5499,1010,-2250.41,0
35858905,29 23:44:11,5411,1010,-5423.89,1
71813116,68 16:15:03,6011,2010,-22459.16,0
19960805,209 00:00:00,5812,1110,-29196.91,0
85356295,112 03:07:09,6010,7070,89836.63,1
68159369,423 00:00:00,5814,1110,-2695.1,1
87949693,176 11:53:49,6010,7070,134754.95,0
65817315,340 10:58:22,4814,1030,-4491.83,0
54888680,294 14:54:50,6010,7070,3503.63,1
2702587,299 00:40:28,5499,1010,-449.18,0
82778889,230 09:56:22,4814,1030,-6737.75,0
50846777,317 04:06:42,6011,2010,-145984.53,1
14154413,347 00:00:00,5411,1110,-9634.98,1
14505893,352 00:00:00,5814,1110,-4424.45,0
32358446,395 20:29:45,5331,1010,-2144.85,1
67708465,92 17:56:01,4814,1030,-2245.92,0
88189065,45 00:00:00,5945,1110,-57437.05,0
55995250,423 17:40:16,6011,2010,-2021324.19,1
5067196,314 08:52:54,5411,1110,-1614.81,1
31810428,427 14:41:59,5999,1010,-8242.51,0
86997978,269 15:03:15,4814,1030,-1122.96,0
94098171,309 00:00:00,5964,1200,-11138.62,1
63109769,305 20:52:01,5812,1010,-43570.77,1
2775618,211 16:55:34,4814,1030,-1122.96,0
72087231,173 15:11:59,5499,1010,-1347.55,0
815836,307 09:05:59,742,1110,-3368.87,1
45745541,101 06:57:17,4829,2330,-291969.05,1
10004871,339 11:46:27,6010,7070,3553.04,0
20297899,392 22:24:00,6011,2010,-22459.16,1
77005402,340 20:53:33,5411,1010,-2784.94,0
4395772,380 13:09:52,5541,1110,-39822.56,0
7935433,226 14:16:04,5331,1010,-1751.81,1
80120933,38 14:11:38,5541,1110,-22459.16,1
74800099,11 00:00:00,5411,1110,-23761.79,1
13083218,121 22:32:09,4814,1030,-1122.96,0
16152597,335 14:03:30,6010,7030,224591.58,0
27446461,453 11:19:49,4814,1030,-1122.96,1
49188073,241 19:03:32,5533,1110,-20213.24,0
24494294,31 18:36:20,6011,4010,-11454.17,1
10722119,336 17:26:08,6011,2010,-22459.16,0
41016531,113 04:46:20,4814,1030,-1122.96,0
15407862,343 16:54:41,5912,1010,-7681.03,0
76043922,271 09:37:49,6010,7070,224.59,0
83943760,177 04:51:49,4814,1030,-4491.83,0
7443671,106 16:36:17,5331,1010,-2434.57,0
77148640,362 00:00:00,5533,1110,-17751.72,0
41764042,97 14:09:19,4814,1030,-2245.92,1
74331777,5 12:26:23,5411,1010,-9825.88,0
68310946,237 12:25:03,5812,1010,-9275.63,0
99431667,256 17:36:19,6011,7010,898366.31,1
95280153,240 15:21:24,5499,1010,-1796.73,0
25967949,70 08:46:32,5814,1110,-7681.03,1
87252636,122 16:54:10,6010,7071,65872.71,0
12981242,336 13:46:57,4829,2370,-7411.52,1
41543488,286 13:10:32,6010,7070,67377.47,1
70780820,249 12:54:48,6010,7070,21268.82,0
80482582,329 16:55:22,6011,2010,-56147.89,1
72188664,187 13:19:53,5814,1010,-1527.22,0
58289745,352 20:32:07,5411,1010,-3031.99,0
45477365,455 13:10:26,5499,1010,-2627.72,0
12856049,250 09:30:09,5977,1010,-10793.42,1
91809786,169 20:35:50,4829,4051,-224.59,1
54584863,62 19:13:27,6051,1100,-99561.45,0
85985640,184 00:00:00,5331,1110,-84178.72,0
65943371,46 01:09:57,4814,1030,-1122.96,0
82312406,404 12:15:30,6011,2010,-17967.33,0
31610451,323 00:46:21,5983,1010,-27633.07,0
65309740,417 13:55:43,6010,7070,3773.14,1
68511053,42 00:00:00,5411,1110,-36181.7,1
67014164,92 13:48:35,4829,2330,-224591.58,0
9673243,315 00:00:00,6011,4110,-2245.92,0
5809907,256 00:00:00,5499,1110,-36361.38,0
67445225,2 14:28:41,5732,1110,-7411.52,0
38902029,133 08:21:18,6011,2010,-224591.58,0
76058479,203 17:16:15,6011,2010,-44918.32,0
13324952,326 07:35:52,4814,1030,-2245.92,0
48618305,306 14:48:42,4829,2370,-134754.95,1
6927639,310 11:40:36,4814,1030,-6737.75,0
53468179,380 00:00:00,5735,1200,-6266.11,0
1394168,317 08:24:35,5992,1100,-41998.62,0
73933347,71 09:49:46,6010,7031,8983.66,0
36223985,107 00:00:00,5411,1110,-6827.81,0
93106302,353 10:24:35,6011,2010,-314428.21,0
46982480,1 16:48:33,5200,1010,-27631.5,1
38496050,106 22:45:49,6010,7070,4491.83,0
80954841,63 09:47:35,4814,1030,-2245.92,1
92430984,396 09:31:51,6011,7010,449183.15,0
38714155,380 00:00:00,7995,1200,-56147.89,0
23587379,62 17:59:48,4814,1030,-3818.06,0
87519015,161 00:00:00,5944,1210,-120116.74,1
29326500,57 11:04:01,6011,2010,-35934.65,1
10384721,437 09:38:17,6011,2010,-13475.49,1
46040640,314 10:59:51,6011,2010,-449183.15,0
16527738,333 02:51:34,4814,1030,-11229.58,1
24054274,22 08:21:04,5411,1010,-28837.33,1
24440178,61 17:47:34,6011,7010,44918.32,1
24504312,261 16:36:49,6011,2010,-22459.16,1
47495766,356 13:23:08,6010,7070,56147.89,0
31367980,137 05:58:04,7011,1010,-143738.61,1
3951882,115 12:37:03,5411,1010,-8619.82,0
37104923,404 15:04:23,6011,2011,-67377.47,1
79637922,252 17:03:47,5411,1010,-11226.21,1
23361847,339 13:44:28,6011,2010,-11229.58,1
23562370,254 10:45:50,8999,1010,-4491.83,1
73402777,376 18:05:24,4829,2330,-224591.58,1
83298429,396 00:00:00,5411,1110,-5126.3,0
91101111,346 11:06:20,4814,1030,-4491.83,0
63299169,322 22:38:06,5541,1010,-15181.49,0
94426973,294 10:39:38,4829,4071,-673.77,0
6927639,303 20:20:12,4812,1010,-7860.71,1
74250583,103 03:26:27,4814,1030,-2245.92,0
23124291,285 08:14:38,6011,2010,-17967.33,0
1622018,428 19:28:36,4829,2370,-40426.48,1
41880269,159 14:37:04,4829,2370,-134754.95,1
53423439,215 12:22:07,6011,2010,-6737.75,1
70060751,236 17:05:04,5499,1010,-9208.25,1
82235884,301 14:17:47,6010,7070,10510.89,1
56519127,311 15:05:59,5411,1010,-1796.73,0
64368728,67 08:11:54,5812,1010,-920.83,0
48925997,219 18:36:48,4814,1030,-2245.92,1
31151172,347 22:03:15,4814,1030,-898.37,0
79435898,180 15:35:43,5331,1010,-4804.01,0
39656203,283 17:19:48,6011,2010,-11229.58,0
41359098,183 18:37:29,5331,1010,-3773.14,0
74250583,441 18:45:53,4829,2370,-369453.14,0
86467196,425 00:10:34,6010,7070,131386.07,0
41543488,275 23:35:23,4829,4071,-2245.92,0
17941785,403 00:00:00,5977,1110,-5715.86,1
32826090,448 09:53:14,5331,1010,-707.46,0
47924325,332 17:52:20,8021,1010,-49073.26,1
54980632,13 20:54:47,5499,1010,-11362.09,0
57035618,314 16:43:03,6011,2010,-49410.15,1
27445666,180 21:04:35,4814,1030,-4491.83,1
76275465,397 11:27:10,5411,1010,-3294.76,1
88860811,404 08:53:26,5499,1010,-2740.02,1
14382698,214 12:54:28,5977,1110,-11454.17,0
47570953,156 15:40:15,5411,1110,-5857.8,1
56049007,166 06:24:37,4814,1030,-2245.92,0
94574329,299 15:22:39,5411,1010,-6333.48,0
46967136,330 06:51:03,5411,1010,-9410.39,1
53640363,161 07:40:51,4814,1030,-1122.96,0
21678642,455 09:38:02,6010,7070,2245.92,0
60293458,364 14:52:59,6011,7010,359346.52,1
84795885,340 09:47:21,5812,1010,-1774.27,0
25270793,401 12:29:38,6011,2010,-673774.73,0
93507430,61 00:00:00,7311,1100,-2672.64,1
70780820,156 03:02:27,6010,7070,3930.35,0
64689698,290 09:19:11,4829,2370,-179673.26,0
62713360,105 14:34:60,5651,1010,-13475.49,0
76644983,293 17:50:26,4829,2370,-224591.58,0
4763823,14 00:00:00,6011,2110,-22459.16,1
70530157,234 19:09:12,4814,1030,-13475.49,0
15881446,175 14:12:55,5411,1010,-15429.44,0
21678642,174 12:12:27,6010,7070,33688.74,1
56980102,337 12:20:15,5912,1010,-26030.16,1
59267013,429 10:24:05,5331,1010,-14305.59,0
69587520,443 00:00:00,5948,1110,-12352.54,0
87627356,313 07:07:26,6300,1110,-133271.07,0
29473888,399 18:41:08,6011,2010,-22459.16,0
84691218,432 03:50:15,4814,1100,-2245.92,1
74003300,338 17:15:27,5499,1010,-28839.58,1
91116884,320 04:47:22,4814,1030,-1122.96,1
25446500,5 16:19:34,6011,7011,67377.47,1
10909988,306 04:48:40,4814,1030,-6859.93,0
82235884,200 20:57:22,6010,7070,21385.39,0
75991312,350 15:04:53,6011,2010,-673774.73,0
59733395,290 23:44:30,4814,1030,-2245.92,1
70780820,13 07:05:53,6010,7070,4671.5,0
15894791,75 09:37:11,5814,1010,-3065.68,0
69560142,223 10:49:42,4829,2330,-4491.83,1
17392669,448 00:00:00,6051,1100,-4525.52,1
85861930,405 13:27:42,6010,7070,1976.41,0
39629543,342 03:25:60,5499,1010,-2066.24,0
54530288,221 20:31:09,4814,1030,-1864.11,0
15701539,391 16:13:44,5641,1010,-10780.4,1
279454,5 18:42:47,5200,1010,-3880.94,0
94822605,244 14:32:50,4829,2370,-224591.58,0
93798164,411 07:48:25,5983,1010,-22461.63,1
54993223,333 09:30:15,5999,1010,-22459.16,0
99683064,96 16:35:14,4829,2330,-4491.83,0
40532686,456 00:00:00,5411,1110,-1793.81,1
90345699,285 09:13:07,6011,2010,-67377.47,1
55336329,441 21:10:11,4829,2370,-112295.79,1
88656506,409 00:00:00,5411,1110,-3688.02,1
35050262,24 16:07:03,5411,1010,-4446.91,0
51886915,280 16:44:03,5411,1010,-49791.95,1
43962104,165 16:34:17,4829,2371,-15721.41,1
15683076,82 22:34:46,4829,2371,-56147.89,1
37272191,416 11:42:31,4814,1030,-2245.92,0
83086202,7 09:59:01,6011,2010,-2021324.19,1
82760821,159 18:13:10,5983,1110,-22459.16,1
50988636,311 20:35:08,6011,7010,35934.65,1
54851979,438 07:31:35,5499,1010,-6108.89,0
80174742,118 17:54:44,4814,1030,-2245.92,1
66653810,449 11:51:22,6011,2010,-38180.57,0
35059129,76 14:32:18,5977,1010,-67.38,1
96091345,294 15:05:29,5411,1110,-1504.76,1
82956992,139 08:11:36,6011,2010,-314428.21,1
21276897,292 09:26:39,6011,7010,1078039.57,1
81095386,24 14:25:31,5814,1010,-224.59,0
13221041,224 11:54:36,6536,6110,32116.6,0
17281851,168 12:46:00,5411,1010,-1860.74,0
53084290,369 10:58:54,6011,2010,-20213.24,0
80334049,246 14:14:17,6011,2010,-4491.83,0
37618982,434 17:49:42,5411,1110,-4514.29,0
99692933,363 14:46:26,5499,1010,-919.03,1
2366066,195 08:48:02,4814,1030,-2245.92,1
60469603,48 00:00:00,5411,1110,-21415.71,0
19546585,272 04:02:22,5331,1010,-786.07,0
